Salary,HouseRent,Medical Bills,Recharges,Food,Cigg or Alcohol,Shopping,Others,Savings
107000,5000,4319,952,6545,0,7497,1145,81542
68000,9000,1768,354,8595,0,3611,571,44101
30000,0,7397,779,2804,0,6328,2734,9958
24000,3000,9695,232,6438,1407,9839,2468,-9079
29000,3000,5481,909,8091,1340,7433,2042,704
107000,0,786,377,7193,0,6622,4316,87706
19000,5000,8854,650,5774,0,9086,1159,-11523
64000,5000,8837,495,6330,880,4591,3058,34809
32000,9000,6733,628,9812,609,5208,4853,-4843
84000,9000,497,532,9108,334,8393,1838,54298
97000,7000,5905,806,8199,1029,8026,3573,62462
28000,3000,3165,180,4420,5712,8950,2925,-352
95000,5000,7928,460,9400,2781,4120,58,65253
58000,3000,3884,634,6371,3731,8877,221,31282
21000,9000,4827,481,3283,0,4843,3135,-4569
91000,0,9009,325,4786,7097,6578,2016,61189
18000,5000,7672,151,3278,3531,2252,2422,-6306
18000,7000,1299,957,3979,0,5789,2518,-3542
90000,5000,1650,421,3282,0,5491,3719,70437
41000,9000,4615,349,4063,217,3070,4400,15286
24000,7000,5062,749,7249,8272,3976,4776,-13084
15000,5000,9746,276,3502,3305,4177,4122,-15128
74000,0,3853,558,6594,3046,2162,1879,55908
62000,0,8066,338,8837,161,6483,2615,35500
49000,3000,96,237,5129,4197,3593,1026,31722
96000,3000,2967,831,5786,107,5867,2602,74840
19000,0,1261,815,4038,8158,2479,1152,1097
87000,9000,4520,674,9652,8892,4701,4561,45000
49000,5000,3651,681,8805,0,8597,666,21600
56000,9000,1618,837,2337,4323,3785,3506,30594
81000,3000,7333,413,4148,4687,5858,2124,53437
98000,7000,9445,968,5965,6061,6800,1960,59801
76000,5000,3765,187,2600,170,2435,1580,60263
41000,0,2533,664,9229,985,9204,619,17766
91000,3000,5094,712,7736,5491,2984,1356,64627
65000,0,6741,421,9233,4211,8456,4025,31913
62000,9000,9711,977,4851,3625,2368,2118,29350
99000,3000,6190,764,8994,570,8187,1510,69785
38000,5000,7941,255,8990,0,6033,1248,8533
52000,7000,3063,889,3934,2402,6816,1292,26604
87000,5000,9149,597,5427,9335,4082,782,52628
109000,9000,873,991,7469,0,6266,1670,82731
67000,5000,3035,649,6531,0,3324,4942,43519
59000,0,5199,468,3249,496,3163,541,45884
72000,7000,1561,788,6564,820,9093,3528,42646
20000,9000,8746,815,7006,2061,5366,2817,-15811
34000,9000,2042,713,4745,0,3830,80,13590
21000,0,2316,242,7849,5797,4423,2838,-2465
49000,9000,9122,903,7988,0,3358,4855,13774
88000,9000,7838,770,9080,3596,5782,2067,49867
67000,7000,5884,654,9580,6371,4299,1009,32203
99000,9000,4700,330,7912,7535,3701,3529,62293
30000,5000,583,181,5273,6716,8690,1033,2524
78000,7000,7597,584,5717,3388,6481,4012,43221
35000,0,3403,853,9431,3111,2235,1400,14567
75000,5000,3578,410,2527,3590,8527,582,50786
25000,0,8873,973,8982,116,2217,794,3045
38000,3000,3714,350,7120,4243,3468,1826,14279
17000,5000,4962,980,10000,225,8799,189,-13155
90000,0,8961,830,7965,8794,5603,2169,55678
48000,5000,1214,423,9333,2957,8372,1978,18723
55000,5000,3831,468,3141,7001,4378,1737,29444
22000,7000,8730,498,9723,0,4691,2018,-10660
36000,0,5853,386,6102,949,3248,560,18902
42000,9000,9923,543,2710,308,8383,2845,8288
71000,9000,1371,382,7888,866,8238,806,42449
27000,5000,8033,821,3883,118,8290,3170,-2315
25000,5000,7136,556,4863,0,8808,2685,-4048
87000,5000,5859,563,7181,8002,9999,430,49966
37000,7000,5257,752,9430,0,2434,3395,8732
109000,3000,9910,508,3950,4964,3581,4195,78892
23000,9000,4344,270,2141,2003,5254,4276,-4288
101000,7000,6869,523,8827,124,3002,2960,71695
107000,9000,2734,959,2460,0,5134,2778,83935
94000,7000,2612,541,8218,0,5630,4806,65193
24000,3000,3272,617,8161,2337,3830,2831,-48
17000,0,9124,503,7401,7819,4034,862,-12743
21000,9000,2361,179,7964,0,2674,2511,-3689
58000,9000,4622,479,2334,5513,8639,4337,23076
30000,9000,6011,298,5722,9745,3057,4981,-8814
34000,5000,2429,209,2302,9763,5246,4057,4994
38000,3000,3234,806,6966,8363,8528,4476,2627
35000,7000,7215,849,6948,0,5204,3072,4712
105000,3000,6789,370,4403,1610,7978,421,80429
20000,9000,5580,302,8854,1428,5451,4627,-15242
26000,5000,9269,663,7206,0,7958,468,-4564
98000,9000,4276,666,4192,3228,7632,1377,67629
21000,3000,2454,420,8237,0,4532,946,1411
34000,0,5186,499,4582,2946,8791,3946,8050
34000,7000,3314,800,5695,0,6903,803,9485
63000,9000,4826,414,2414,908,8265,3902,33271
105000,9000,2315,525,5857,445,3045,3762,80051
75000,7000,1204,395,6961,594,9548,4303,44995
77000,3000,7583,195,8213,477,5646,2161,49725
37000,7000,3615,848,5704,283,6754,4903,7893
93000,7000,6037,346,8533,7712,3741,949,58682
79000,5000,4848,200,5016,0,5015,1507,57414
74000,0,2470,269,3626,3821,4727,4602,54485
33000,3000,113,796,5794,322,3410,3677,15888
66000,5000,3395,179,8615,0,5250,3922,39639
46000,3000,5934,912,8152,3586,8836,1806,13774
41000,5000,5741,805,3195,4565,8128,1427,12139
83000,9000,5759,452,4820,0,5767,1221,55981
110000,3000,3469,948,9539,2763,2847,2822,84612
57000,9000,188,869,7361,0,3421,1299,34862
32000,0,1678,459,7906,7347,2273,2707,9630
108000,0,3241,184,9224,508,7609,4589,82645
28000,7000,724,270,3928,7418,8065,4391,-3796
18000,5000,6297,527,9857,6449,9108,1293,-20531
96000,3000,3395,818,2120,4178,4515,171,77803
34000,7000,1260,490,4417,0,7076,1550,12207
56000,5000,7800,809,8976,6332,2108,2678,22297
84000,0,4653,170,2347,101,6059,1374,69296
15000,0,6043,815,4857,4049,4543,2289,-7596
76000,3000,3783,782,2295,0,9314,1208,55618
40000,0,997,466,5846,1697,7911,955,22128
24000,9000,8194,173,9804,7968,5436,2052,-18627
65000,7000,2499,338,7521,4344,9424,1285,32589
40000,9000,3775,365,9731,3796,6428,991,5914
79000,5000,4839,491,8294,3519,6508,3577,46772
72000,5000,1409,239,5216,170,6945,3277,49744
63000,5000,961,187,2719,7789,5213,1146,39985
35000,3000,5489,226,3943,0,6834,4842,10666
37000,7000,6411,860,3292,3564,4301,784,10788
46000,5000,4324,234,3037,0,8549,2140,22716
103000,5000,4637,560,6902,301,2920,3767,78913
21000,0,548,876,6648,2487,3737,1213,5491
105000,9000,8895,821,6631,5726,4544,895,68488
45000,5000,4328,675,8937,3817,4098,265,17880
25000,3000,8310,519,7376,2259,8106,927,-5497
28000,9000,6135,341,6832,9232,4728,3893,-12161
29000,9000,4945,470,6477,9617,3088,1677,-6274
61000,3000,684,273,2344,8019,8244,987,37449
37000,9000,7372,947,7631,1065,8505,3905,-1425
103000,7000,1628,755,6992,445,5280,87,80813
109000,0,4536,608,8494,0,9352,1945,84065
42000,3000,7896,994,5077,235,6456,3935,14407
54000,0,1810,692,8348,2158,4847,4755,31390
17000,5000,9211,330,8256,0,7135,1906,-14838
41000,7000,2294,974,9572,8306,3438,2410,7006
90000,3000,187,354,2889,9857,9187,4398,60128
38000,5000,3145,294,7898,305,7919,2341,11098
83000,3000,6134,685,8349,8533,7050,2299,46950
100000,5000,3882,776,6800,1579,5899,1888,74176
30000,3000,5399,184,7897,6469,5928,191,932
92000,0,1801,791,7378,4745,3508,1958,71819
25000,9000,9634,908,8081,8642,5469,1749,-18483
58000,5000,4978,698,2321,356,4940,655,39052
28000,7000,5240,511,3061,6857,8533,4288,-7490
109000,0,6178,406,2844,2312,8583,1398,87279
87000,0,2246,912,5362,0,9525,1173,67782
53000,7000,9804,372,7027,5689,3762,31,19315
34000,5000,9490,760,2702,0,4493,2357,9198
89000,3000,9497,776,5787,0,9564,1104,59272
71000,9000,3732,562,3112,7364,2963,4484,39783
35000,5000,6400,558,2658,7581,3145,4349,5309
85000,5000,2575,671,7682,4158,5598,888,58428
75000,0,8887,413,7096,5241,2876,2040,48447
107000,5000,6923,294,5313,372,2305,2423,84370
75000,5000,2520,644,2423,0,3602,3150,57661
106000,3000,419,507,4893,416,8387,4190,84188
82000,0,8278,426,9883,2588,2447,2325,56053
50000,5000,2367,354,2927,3068,9873,1375,25036
40000,3000,5823,260,8699,675,2857,2488,16198
94000,3000,4813,501,4213,0,6499,3587,71387
51000,9000,8360,492,7865,60,7190,4189,13844
61000,9000,5683,157,4631,7964,2232,2936,28397
37000,5000,7065,369,8712,0,4032,3735,8087
51000,3000,5950,199,7892,9966,2699,1347,19947
36000,7000,7486,551,5713,0,4759,4937,5554
21000,9000,192,596,3821,60,7722,1856,-2247
22000,0,4955,168,7289,0,5919,4392,-723
84000,9000,5036,428,6241,0,4696,956,57643
88000,7000,3844,793,6031,1741,2867,2564,63160
92000,3000,2866,556,6068,9114,5965,2592,61839
37000,9000,7127,308,8411,2394,7123,28,2609
57000,7000,1593,742,8504,0,2910,2987,33264
56000,5000,5114,963,9152,5483,3608,3270,23410
21000,3000,2669,733,9695,483,2045,4594,-2219
44000,7000,8282,422,5337,4325,5844,4242,8548
77000,0,6743,679,3670,6133,6915,878,51982
99000,0,5737,791,4245,1203,7902,2947,76175
25000,5000,234,971,4777,4846,7910,1908,-646
21000,3000,2942,828,6223,7826,9735,834,-10388
57000,9000,7406,314,5440,9363,8218,1922,15337
20000,3000,3196,488,6287,659,2758,2071,1541
86000,0,4458,435,4850,0,7001,2010,67246
88000,0,886,746,6986,0,2856,4859,71667
53000,0,4177,164,3401,850,8008,3291,33109
22000,3000,5425,399,6542,0,2500,485,3649
44000,0,3319,215,9602,7485,6492,4749,12138
52000,3000,2047,152,3468,2694,2108,4160,34371
79000,7000,8256,221,9272,573,9102,3615,40961
15000,9000,4815,904,5704,0,3614,1741,-10778
91000,3000,5900,802,4780,5462,8195,3994,58867
103000,5000,8217,449,8979,8931,9040,1068,61316
46000,0,3271,447,6270,0,8088,577,27347
36000,3000,3726,662,2549,0,9303,2614,14146
16000,9000,1468,264,6627,200,7955,3414,-12928
62000,9000,6139,340,5668,3636,6904,1175,29138
61000,9000,7785,730,2365,0,9543,133,31444
65000,0,9058,586,8062,9806,4673,1482,31333
26000,7000,327,707,4549,979,8928,2265,1245
54000,9000,1430,834,8054,8364,9805,3215,13298
26000,0,1298,776,9921,0,3345,2298,8362
68000,7000,8366,869,4222,1581,8160,351,37451
97000,0,1973,322,2156,0,9888,2101,80560
18000,0,8278,169,7543,6036,2335,1945,-8306
84000,0,1272,364,6071,9202,6777,1871,58443
21000,7000,5509,502,2408,0,4721,4306,-3446
85000,0,7313,436,5286,160,7049,1151,63605
23000,0,9094,186,2201,4735,4048,3186,-450
107000,7000,8532,161,6117,7574,5385,2264,69967
102000,7000,372,936,6069,0,8474,4477,74672
29000,0,9060,491,6113,3466,6935,4244,-1309
66000,7000,5038,832,8229,0,2405,1354,41142
41000,0,1910,555,5313,440,7647,3326,21809
105000,0,9286,708,7651,0,3948,3681,79726
59000,0,2566,493,6939,0,9574,3857,35571
80000,0,6411,598,4551,2981,8924,505,56030
40000,3000,1090,304,4949,2197,5451,3363,19646
89000,5000,9001,773,9272,0,9752,3155,52047
87000,5000,9010,984,4665,0,9782,1821,55738
75000,9000,1013,331,2856,3882,7456,4722,45740
90000,7000,7358,463,2922,288,3111,3076,65782
16000,0,5273,743,6703,0,3537,1787,-2043
15000,5000,6245,790,4137,7364,5252,1972,-15760
50000,5000,188,396,9555,695,2212,2128,29826
46000,3000,159,446,7214,2333,9851,4332,18665
21000,9000,6214,342,5845,1150,8291,825,-10667
15000,5000,8335,371,2835,1102,2872,1283,-6798
31000,7000,4155,364,3699,4515,2326,588,8353
76000,5000,6225,332,7495,1890,2081,4414,48563
98000,5000,6677,926,4759,1676,6022,1356,71584
73000,5000,9855,346,8944,6404,2813,3169,36469
98000,9000,1938,497,8985,980,3871,4969,67760
43000,9000,3084,976,7390,0,7657,2570,12323
74000,0,1830,273,2539,2715,6403,3649,56591
50000,9000,2015,963,3331,288,2556,2338,29509
110000,0,1021,833,7427,237,4730,557,95195
20000,5000,7608,999,9433,0,8674,1513,-13227
72000,7000,9341,625,7171,9988,2538,4968,30369
90000,7000,8364,377,2649,427,9343,2764,59076
76000,0,7202,573,5259,1073,6772,1233,53888
73000,3000,5368,253,2486,7081,9036,2743,43033
32000,5000,5447,401,9752,0,7586,1694,2120
104000,3000,2459,572,7518,4557,6151,3747,75996
71000,7000,2188,635,6993,9878,6337,4366,33603
66000,3000,9727,744,3183,0,8336,2268,38742
30000,0,2895,983,2861,0,5840,3958,13463
23000,3000,6350,224,6013,0,9175,823,-2585
39000,5000,510,735,5588,5355,9637,4043,8132
94000,0,5067,260,4831,149,4186,4404,75103
59000,7000,8601,382,8795,3884,9197,3079,18062
79000,0,9503,909,8360,9863,4820,4914,40631
56000,7000,6615,924,8969,0,8820,4582,19090
89000,5000,7496,1000,4598,7438,6165,850,56453
36000,7000,8461,482,9157,4389,8353,1766,-3608
92000,3000,8240,459,7996,3463,6375,3995,58472
15000,3000,248,232,5157,0,7821,3999,-5457
100000,5000,4433,317,5256,0,5528,4547,74919
25000,0,5507,265,9065,8112,5909,3284,-7142
35000,0,2668,712,4304,466,3222,1110,22518
75000,9000,4542,898,4839,0,8499,1413,45809
30000,3000,3169,795,4700,997,2777,1148,13414
17000,0,9571,668,8821,306,7965,4001,-14332
109000,0,8061,207,5541,2257,7929,776,84229
25000,5000,8924,207,2541,7095,2099,4863,-5729
59000,3000,5307,512,2809,0,9522,2231,35619
55000,3000,6487,737,4547,2122,2938,554,34615
17000,7000,6249,974,9334,0,2816,731,-10104
99000,9000,5351,675,6828,0,6324,1459,69363
15000,7000,443,670,6831,0,2061,3040,-5045
95000,7000,3213,604,5292,967,6640,2388,68896
92000,3000,2818,526,7598,0,6773,1515,69770
89000,9000,3103,237,4674,70,7587,285,64044
85000,9000,7317,939,8721,0,7600,23,51400
72000,9000,9874,638,5580,378,7936,2801,35793
61000,7000,326,411,7543,4645,8497,3478,29100
72000,3000,5085,534,8392,9167,8245,4083,33494
74000,9000,7306,798,6709,4826,6264,4076,35021
79000,7000,5537,940,9114,7039,6494,2004,40872
36000,0,280,872,6071,0,6496,3046,19235
17000,0,7576,343,6657,550,7049,468,-5643
56000,3000,2068,1000,3462,4083,4413,2241,35733
59000,5000,4622,402,3854,300,3437,3802,37583
45000,0,583,502,7211,0,8884,1396,26424
92000,9000,6331,993,4245,0,9098,27,62306
77000,7000,5106,361,5366,752,9091,4646,44678
87000,9000,9336,311,2880,1934,3971,2897,56671
67000,0,5594,281,6246,374,2552,3756,48197
82000,7000,5643,490,9644,2002,4859,1562,50800
92000,7000,6156,756,7339,3424,5519,4529,57277
96000,0,2119,501,6222,0,7672,3199,76287
83000,5000,2395,348,5529,3475,6360,4221,55672
14000,7000,6061,788,4195,0,2325,2933,-9302
88000,5000,2753,207,6902,2851,5616,2507,62164
95000,3000,2069,797,3869,0,9538,3966,71761
57000,3000,4313,326,4858,495,4793,4035,35180
28000,5000,6508,776,2686,592,4977,4595,2866
75000,5000,4580,235,3550,0,7774,2092,51769
105000,5000,829,941,2609,746,5438,4714,84723
56000,9000,5277,432,9368,0,2170,1224,28529
96000,5000,9631,280,9497,2758,2132,226,66476
27000,9000,375,239,7540,693,3243,911,4999
65000,5000,8311,498,9601,7335,4276,1655,28324
33000,9000,7475,445,9282,0,5019,2551,-772
60000,5000,430,892,3590,880,7067,1839,40302
64000,3000,970,990,8455,523,2978,2280,44804
35000,9000,3755,576,9276,1281,9890,416,806
56000,0,6310,444,4616,1790,9151,4360,29329
44000,9000,7536,945,9575,0,8869,1905,6170
85000,3000,1930,810,3328,462,4896,3578,66996
65000,0,8365,756,5599,8877,7930,1827,31646
27000,5000,8296,263,7274,0,6696,3401,-3930
55000,5000,7517,589,7560,0,7073,2829,24432
67000,9000,1091,450,2071,942,2916,1995,48535
45000,3000,7899,555,8747,3364,7140,3198,11097
73000,0,6426,301,9535,827,8643,482,46786
92000,5000,1471,659,9327,965,5886,3706,64986
95000,5000,5097,517,5768,3017,8719,3372,63510
53000,5000,4435,558,9094,569,6246,4758,22340
104000,3000,9652,163,6170,4629,9337,207,70842
85000,9000,1771,740,2851,4190,5866,4274,56308
102000,3000,7018,835,8536,0,5511,2421,74679
104000,0,2571,574,7945,496,8608,4902,78904
21000,0,1152,271,3146,0,7640,2971,5820
42000,7000,6524,836,8452,0,9683,2771,6734
15000,0,8258,955,4729,7432,2366,1320,-10060
100000,5000,9986,415,4796,43,6549,4868,68343
108000,3000,9160,912,7171,0,3755,557,83445
65000,0,6080,742,9955,985,3872,4401,38965
104000,3000,3344,568,4629,0,2735,1806,87918
20000,9000,9945,325,6141,5185,5374,613,-16583
95000,0,5810,766,5500,1,8901,1237,72785
86000,7000,4362,772,9833,6360,2973,1705,52995
46000,0,9916,675,4709,0,2242,138,28320
86000,3000,6811,677,5887,672,7283,1504,60166
72000,9000,3320,809,2616,5399,6639,4727,39490
73000,3000,7107,258,2439,0,8319,2593,49284
40000,5000,7758,725,3934,9203,2519,2933,7928
36000,9000,3654,283,3937,9932,5743,3655,-204
56000,5000,5263,917,7122,6523,6752,221,24202
64000,5000,2336,361,2731,4658,8855,1680,38379
100000,5000,2336,253,7576,899,2971,3790,77175
71000,3000,9481,884,8869,165,3426,1456,43719
75000,0,4275,986,8578,464,5316,3239,52142
103000,9000,7788,438,4408,687,4759,1842,74078
98000,0,4895,883,3884,4107,7879,861,75491
75000,3000,4988,460,7220,0,5492,4325,49515
54000,9000,5478,252,9466,3958,3169,1978,20699
101000,3000,5668,549,3124,6372,7412,4982,69893
86000,5000,6462,450,7203,0,3789,3312,59784
41000,7000,9860,387,9720,4158,2558,941,6376
104000,9000,2829,389,8327,0,7874,2360,73221
46000,9000,4531,444,6412,9565,8329,3435,4284
42000,5000,8358,271,8195,0,8679,1119,10378
73000,7000,1367,963,3283,0,6724,4962,48701
56000,9000,1111,818,8503,737,8756,2500,24575
54000,5000,9891,546,4683,3049,7326,2535,20970
23000,3000,9553,564,6803,6262,3070,2098,-8350
94000,7000,305,819,9631,0,2273,3330,70642
97000,5000,6829,331,5549,7018,3235,4225,64813
105000,3000,1916,791,9143,0,3965,3407,82778
39000,5000,7105,529,3687,2173,7634,231,12641
102000,0,942,830,8979,6491,2360,222,82176
78000,9000,1564,547,9521,3474,7694,4743,41457
61000,3000,9246,162,4191,0,5828,4821,33752
54000,0,6879,952,3876,810,5026,4080,32377
55000,5000,1599,358,3474,5750,7840,3310,27669
56000,9000,3371,892,4362,588,9254,3549,24984
30000,7000,5904,829,3606,1504,9530,3278,-1651
19000,3000,9463,659,8375,218,8808,3082,-14605
94000,5000,3912,600,8859,3183,4720,557,67169
33000,3000,5858,668,7041,0,4484,3012,8937
59000,5000,3723,544,4056,0,5521,2388,37768
34000,3000,8290,564,3693,8777,6026,3280,370
98000,3000,3753,592,9061,309,9752,1754,69779
51000,3000,9858,768,6365,9488,9299,4076,8146
23000,0,589,545,7913,3617,5414,2472,2450
34000,0,4289,226,5607,8477,2910,4281,8210
93000,7000,1367,395,3030,0,3081,3427,74700
59000,0,7944,380,6086,5675,4882,3373,30660
61000,9000,1022,165,6559,8658,3937,4080,27579
99000,0,5074,585,9467,1955,4859,4122,72938
95000,3000,885,599,6785,0,6698,2612,74421
35000,9000,193,967,5784,773,8173,1756,8354
77000,9000,384,516,5820,721,7457,4506,48596
32000,9000,5020,922,5822,1148,2147,4478,3463
90000,3000,8864,163,6099,910,6717,1350,62897
86000,0,8058,894,7649,0,3226,1422,64751
106000,5000,6551,991,3797,557,4699,3417,80988
53000,0,3496,823,3155,3017,3864,4480,34165
49000,3000,5264,388,3314,6168,3772,1742,25352
45000,9000,4578,938,6855,782,6689,236,15922
36000,5000,5227,162,6108,344,7917,3987,7255
55000,9000,9053,565,6745,4522,3055,1235,20825
76000,0,7678,416,8189,8851,9571,854,40441
22000,0,6285,602,7980,2296,2449,3556,-1168
53000,5000,3512,455,7042,4829,9153,2279,20730
79000,9000,75,815,5529,0,3616,1774,58191
109000,3000,5871,493,3812,1,5833,3600,86390
70000,7000,2738,323,7351,999,9536,1945,40108
37000,9000,2571,769,2893,2612,4695,2282,12178
87000,9000,2395,580,6691,763,2009,862,64700
25000,7000,9388,286,2296,0,4487,4288,-2745
64000,7000,2924,361,9601,404,7830,1512,34368
96000,0,1085,703,9786,6298,3956,1348,72824
108000,0,4592,650,2984,952,8207,3650,86965
25000,9000,1489,528,3402,4385,8168,1481,-3453
52000,5000,9063,911,5900,5918,5125,388,19695
34000,0,2671,794,5244,0,5412,1997,17882
97000,0,7762,157,4301,53,9823,480,74424
95000,7000,657,925,2574,273,7778,4527,71266
44000,7000,2173,887,8353,389,7721,2773,14704
99000,3000,233,318,5499,5695,2736,3795,77724
94000,5000,522,193,9872,1457,6513,2042,68401
42000,9000,4535,587,4479,768,8326,4456,9849
42000,7000,4566,646,7394,709,2352,3552,15781
95000,5000,7582,655,8921,6737,3645,1466,60994
52000,5000,3176,760,2954,612,7590,2457,29451
109000,0,5372,224,7002,995,9078,3273,83056
53000,3000,9275,985,6498,2151,6174,1866,23051
96000,5000,4865,281,3805,7041,9643,1813,63552
74000,3000,1649,283,4416,7095,8065,2379,47113
56000,0,5669,317,3112,0,4903,4163,37836
103000,0,4698,403,6437,0,7222,1093,83147
106000,5000,6122,941,4254,817,5628,2128,81110
30000,5000,3603,638,3725,3727,5584,578,7145
15000,7000,7945,799,8078,349,3270,2224,-14665
45000,9000,3946,477,6000,3509,4253,1966,15849
29000,5000,2505,630,9278,608,2006,3314,5659
105000,0,3037,311,6775,808,9067,835,84167
70000,9000,698,810,4132,1208,5897,2938,45317
102000,9000,1551,543,6518,6631,3902,1844,72011
37000,0,8220,936,2452,0,6988,1133,17271
62000,5000,2584,924,9943,8477,9308,2339,23425
37000,9000,7640,188,2283,0,2152,1733,14004
50000,0,2699,448,4790,1739,2642,298,37384
96000,5000,3469,964,5855,0,7067,159,73486
38000,5000,7120,363,3600,530,5192,766,15429
94000,3000,2798,597,5987,4932,2775,3918,69993
36000,3000,3502,718,3135,8607,6850,4793,5395
109000,7000,6828,773,2825,0,9152,1283,81139
75000,7000,2301,768,5930,4299,3877,2878,47947
30000,5000,6136,217,9032,5648,7090,3183,-6306
21000,5000,6358,400,9275,0,3537,390,-3960
24000,5000,9233,232,4082,1157,6497,380,-2581
35000,9000,673,793,5904,909,5036,4742,7943
45000,0,7093,538,5489,658,4576,1957,24689
105000,7000,3753,741,9138,5573,4409,3575,70811
97000,0,5947,431,3866,0,3785,3924,79047
23000,0,2506,361,3617,0,6634,2420,7462
106000,5000,817,305,8048,5287,4756,2518,79269
55000,9000,5648,781,2669,6572,6324,868,23138
62000,5000,7973,441,8551,2781,9166,417,27671
30000,9000,8868,623,7329,797,9001,1720,-7338
77000,9000,6583,503,2137,817,5497,2309,50154
28000,7000,8325,999,6080,9284,5467,2319,-11474
42000,0,867,916,8358,1233,9040,3648,17938
106000,3000,7664,791,2348,3996,3428,1742,83031
31000,5000,4232,156,3193,6951,8792,3960,-1284
106000,9000,5978,333,6797,240,4734,1002,77916
54000,5000,547,382,9749,9229,9951,3483,15659
81000,5000,4746,312,7490,466,7086,3458,52442
15000,5000,2957,281,7651,3861,3285,623,-8658
100000,0,8957,409,8442,9957,9519,755,61961
36000,7000,8257,214,5659,5187,9306,4555,-4178
30000,7000,207,663,5934,1954,8586,3351,2305
54000,3000,3563,767,6910,502,5585,1383,32290
46000,9000,390,766,6325,8936,8996,4798,6789
26000,5000,4879,985,4167,0,9300,2405,-736
108000,5000,4455,409,7766,0,5578,4590,80202
19000,3000,5022,433,4893,115,2802,330,2405
83000,9000,4136,805,2633,0,6838,2003,57585
34000,7000,2261,185,2277,2467,2587,3969,13254
41000,0,2326,962,8308,6515,7469,4070,11350
54000,9000,4566,680,6445,0,9095,3185,21029
109000,3000,9761,849,9234,478,6689,3015,75974
52000,9000,4474,932,9514,742,3443,4710,19185
49000,7000,9453,820,5640,0,2803,4089,19195
98000,3000,1149,276,9638,7224,8398,3439,64876
37000,9000,1603,410,8355,0,7336,1415,8881
48000,9000,1319,649,5371,121,6555,189,24796
50000,0,3082,535,6102,202,6925,2996,30158
61000,3000,3813,870,4096,3093,8614,2491,35023
24000,0,6370,885,6392,2162,6878,4117,-2804
107000,5000,8745,841,6388,0,3748,4970,77308
92000,7000,4418,281,7056,0,6539,4749,61957
65000,5000,7749,843,5037,0,5452,1680,39239
17000,9000,4659,384,7327,813,4926,1053,-11162
108000,9000,6010,764,6678,303,8442,961,75842
64000,0,563,409,2063,7298,2848,1957,48862
37000,5000,306,524,6184,0,8332,2845,13809
94000,7000,160,753,7106,837,6374,2937,68833
100000,5000,62,832,2278,4996,6181,921,79730
31000,0,2234,743,4447,3856,4618,3268,11834
75000,3000,8498,987,7373,874,5223,195,48850
22000,3000,6696,305,9761,223,9035,2068,-9088
88000,5000,5528,689,3900,233,9347,2177,61126
74000,9000,7146,492,9594,0,7437,1588,38743
109000,3000,1248,862,5409,4743,3652,3395,86691
40000,5000,1290,334,5966,0,7539,1686,18185
96000,5000,9163,327,4561,3107,9043,854,63945
82000,5000,1769,405,6585,9821,9184,989,48247
108000,9000,2410,543,7263,737,6906,3572,77569
64000,7000,4742,417,4937,3318,9878,1575,32133
63000,5000,17,283,2498,3105,7754,2330,42013
54000,3000,3263,427,6817,0,5483,4992,30018
93000,5000,9287,372,8917,0,2354,3594,63476
41000,9000,4938,899,8708,6069,7724,3651,11
54000,3000,6974,186,6484,0,7434,4919,25003
67000,9000,6311,929,6223,1546,7719,1427,33845
18000,0,4521,523,6830,0,3541,3735,-1150
45000,0,3508,982,6725,3070,8889,4921,16905
22000,7000,1490,204,7634,0,4914,2510,-1752
102000,7000,7249,914,4668,5484,2659,3469,70557
87000,9000,1757,425,5414,0,2732,3596,64076
106000,9000,7116,629,3147,0,3450,4060,78598
57000,7000,4316,753,8814,0,4755,3515,27847
20000,5000,7306,575,2170,2436,7176,3305,-7968
83000,5000,9586,696,6739,9377,6532,2392,42678
49000,3000,125,374,8145,2248,5062,2040,28006
43000,0,3339,386,7293,2641,9313,2886,17142
56000,5000,325,563,3162,0,7392,3674,35884
100000,7000,5433,303,5076,0,4021,960,77207
46000,0,5114,264,8065,5989,9110,409,17049
83000,5000,7710,717,9241,8794,3273,861,47404
72000,0,6168,245,5714,2494,6001,4512,46866
91000,0,3663,154,3909,836,7839,3245,71354
104000,5000,9104,536,5274,4715,8099,1546,69726
35000,9000,4818,619,7031,726,7984,1609,3213
29000,7000,8625,529,9530,0,3346,4786,-4816
53000,7000,5621,430,3353,0,9032,2697,24867
109000,7000,5004,257,9317,6898,7405,381,72738
22000,0,3502,513,9101,3978,8684,3343,-7121
109000,9000,8053,286,8692,4662,6273,432,71602
55000,7000,2894,829,2268,727,8434,4942,27906
68000,3000,5543,964,9673,0,5782,4802,38236
104000,7000,6513,835,5457,0,2457,1717,80021
102000,9000,6056,554,5548,6488,9688,605,64061
40000,9000,1332,976,2682,0,7722,4713,13575
59000,5000,734,941,3965,0,8451,532,39377
92000,9000,2064,381,3728,1496,5557,3156,66618
16000,3000,2170,305,2766,6190,9398,3425,-11254
32000,9000,8348,448,8750,0,5128,1469,-1143
23000,5000,1665,246,9041,0,5854,4193,-2999
48000,3000,4316,848,8320,7254,3327,4379,16556
66000,5000,4897,170,6844,0,8181,469,40439
74000,3000,2785,948,6470,0,2683,2293,55821
45000,7000,9540,811,5217,0,6958,4679,10795
47000,9000,5991,207,7216,8444,8519,4315,3308
37000,0,6156,427,2782,7724,9318,2996,7597
18000,3000,6371,770,5801,7930,9865,4682,-20419
